"","ENSG00000236698.1","ENSG00000234335.1","ENSG00000026025.8","ENSG00000084207.11","ENSG00000211962.2","ENSG00000216490.1","ENSG00000226948.1","ENSG00000244073.1","ENSG00000002586.12","ENSG00000229807.3","ENSG00000125354.17","ENSG00000072501.11","ENSG00000126012.7","ENSG00000005302.12","ENSG00000198692.5","ENSG00000012817.10","ENSG00000067048.11","ENSG00000129824.9"
"HG00109",-0.547491048336387,0.216496933623771,-0.850713014694596,-0.83465047606074,0.0210368337242635,-1.09233380099993,-0.414585017658441,0.447575536771268,0.944615043735357,-0.799697754391061,-0.729430512452192,-0.765982100719179,0.0625795827324309,-0.819986169140117,1.11038973227297,0.328187659886262,0.916054150504422,1.1546284806115
"HG00110",1.79764622763007,-0.0914988220292295,0.0591323644871875,-0.180738497105763,-0.210373363647002,-0.453433853659529,0.304144791018371,0.109697823751262,-0.234337024094558,0.232925995000302,1.17457299096897,0.962748513574554,0.982745881585262,1.2260712676117,-0.859932120026016,-0.698101452490394,-0.856151290727771,-0.888167631654991
"HG00111",1.44536621669465,0.724877909633787,-0.633916487262506,0.813580466671448,-0.0975605811693153,0.878079634868899,0.853079459623224,0.533235942215667,-0.042896425680059,2.09515130474014,0.284872348598554,-0.448036209542943,-0.656422279534197,0.531258309040634,-0.857809079351212,-0.697620323701297,-0.855842332998728,-0.885979624490645
"HG00112",-0.744366036485211,-0.741679230994672,-0.0971696468480265,-0.140189226666598,0.172742376078982,0.950128000982565,-0.565206071331897,-0.70725662568329,0.506437834076256,-0.798912200623456,-0.771891784416358,-1.08416118850755,-0.790834319462656,-0.152920479731055,1.24709219353957,3.06730768301989,0.851003836268124,1.0943834088221
"HG00114",-0.777641446294122,-0.918782464082433,1.06440195419538,1.3908352580354,-0.166605395471116,1.11584019764641,-0.561541590190821,-0.992291237293616,0.926614690475885,-0.797194115694417,-0.216603057113274,-0.90876804395082,-0.804617788302282,0.56479451898842,0.651144818495496,0.961797010419558,1.01217356660905,1.26281151209624
"HG00116",-0.318329375710857,-0.481616231838708,-0.598473564026856,-0.0621695655531919,-0.0191920832051247,-0.88314147399032,-0.499990263872831,-0.786134534191609,0.248298048361278,-0.798745349614712,-0.398985019528269,-0.147062314539064,-0.818694979948527,-0.72645499489881,0.225145662903347,0.356714208125221,0.234227200050062,1.269536416469
"HG00117",-1.54412279328444,-1.26126186528552,0.0158259768024339,-0.804310935268392,-0.0584936529605556,0.348787890532462,-0.876731071466228,-1.17515743746713,1.11179651775425,-0.799139218455378,0.814312332310564,-0.910796055597272,0.0122793233426829,0.00469622455105937,1.23632364930855,0.075902272427143,1.17775881782754,0.613839215570519
"HG00118",0.722624383443411,0.85143621400463,-0.295042268103374,-0.775589699357658,-0.0834737425181159,0.182000510095143,0.431448513034191,0.878458226322158,-0.296961661851548,1.10527340792323,1.48400091317672,-0.476749445905905,-0.491957180849894,1.06736810845481,-0.855192700978759,-0.69461016337708,-0.843990677731968,-0.882832070234487
"HG00119",-0.61930132173564,-0.919886220626689,0.0130906032538356,-0.144017875284154,-0.147644169424434,0.467765516246504,-0.701415688006437,-0.872692936945019,0.579796924454272,-0.798206032119827,1.45498699138805,-0.238653041988861,0.645841247270572,0.408552434611278,0.84679999370216,2.81328824446891,1.29878243373394,1.36701370164888
"HG00120",-0.719371060087048,1.05849722639733,-0.130109803179133,0.454895752517015,0.675061220568581,1.60476971897457,0.853356819388649,1.75656847777957,0.874116484414874,1.43665709179352,0.945269251653918,-0.177630852496427,-0.297915751080305,2.23739926115617,-0.859932120026016,-0.69409425419359,-0.85127417229074,-0.887230840620692
"HG00121",-0.855194801408731,-0.539511281273892,0.583413134067317,0.170550877402662,-0.0319606878608859,-0.0953606034473855,-1.07518590390724,-0.843571804063912,0.613417648899708,1.09712238671991,1.32437766585158,-0.741585474401668,-0.469299806157931,1.1389156968272,-0.859932120026016,-0.69296389137583,-0.856987591485403,-0.88656516476623
"HG00122",0.477331233283515,0.519557829372457,-0.256757111608594,2.13401441109003,-0.149655109047159,0.203456706654934,1.02660474551571,1.10295348793896,-0.363059910001478,1.33916205082252,0.211413626240084,-0.856209407846169,-0.625802820724466,1.05218299770055,-0.855711139114309,-0.694904968624789,-0.852252538432708,-0.884165501798131
"HG00123",1.09153870936786,1.86186077676678,-0.851618594079678,2.59995225676854,-0.186239899098655,0.270125636944979,1.35511435602041,1.2925864307098,-0.808570297156788,0.811991484086922,-0.0888682603853289,-0.20381963091794,-0.760305448060575,0.511982632539088,-0.859932120026016,-0.691452600429009,-0.855810149901953,-0.886906138595744
"HG00124",1.09300428280314,0.570163131869497,-0.485649436361168,0.414006598844839,-0.193638017088829,0.67241393575739,0.275481668404866,0.67104320893769,0.510290825246057,0.146771799622291,0.0915149317954704,-0.0992573894706303,0.910159747377345,0.385776681926303,-0.859932120026016,-0.698101452490394,-0.854759141912977,-0.887647300942065
"HG00125",-0.572071890066832,-1.16464338289014,-0.547313449305742,-1.53033484766856,0.0150785802455572,-1.99981666464261,-1.07959817833814,-1.27082896288335,-1.75083226255442,0.090948125672059,-0.628889956414298,0.621702462727048,-0.472059061993951,-0.0431005188429649,-0.85867435990139,-0.698101452490394,-0.856781159907516,-0.883643335919277
"HG00126",-0.88332996946198,-0.909993589742526,-0.183433722109485,-0.165761498742731,-0.079326401874243,-0.0682240200918655,-1.63315975666939,-1.48915004832179,0.359220388217872,-0.799079706806317,0.468205854352112,0.242744272942415,0.0362616532495547,-0.244449806332353,0.742501741393817,0.0311440453670095,0.687368420955686,0.537649365783595
"HG00127",1.37546277072179,-0.0913669285403508,-0.356049677233514,-0.132186981848452,-0.07068612026761,-1.19298557244418,-1.164732925276,-0.630968018979955,-1.1085254320974,0.626939083168302,0.525256751876621,1.81433384749749,0.416597001873932,0.169900509249623,-0.859932120026016,-0.698101452490394,-0.856357722305658,-0.888167631654991
"HG00128",-0.0203190857954592,-0.835434448166686,-1.44018374795076,-0.650178259142259,-0.243269834855838,-0.746598158982781,-0.694064184117908,-0.528245664664358,-1.12754859593129,0.127865986074621,-0.822014726692559,-1.42851345755414,-0.0108053677065745,-0.408018477034856,-0.859932120026016,-0.693955960720648,-0.850504996277811,-0.885775187006211
"HG00129",0.256542651757008,-0.226647541288403,-0.465303028491841,-0.810649459420845,-0.26032273420108,0.405244082241507,-0.189560001752562,-0.222107353985572,0.395500318988586,-0.799080034393376,-0.656260110900645,0.228011040330248,-0.0114390220479586,0.0420501427872645,1.73192038636867,0.150272692894061,1.22877362380162,1.40613173154748
"HG00130",1.40774493531127,0.538636563108806,-0.232301179788946,-0.670972807069871,0.803569538668755,-0.187333782877134,1.23139915973288,0.864338781366732,-0.173084227226699,1.04498483155382,0.188225605279131,0.32970416456924,-0.821231884874863,1.33648095268508,-0.858179653088947,-0.696619145205567,-0.851563820161717,-0.88569101406229
"HG00131",-0.724034453739635,-0.879162712694302,-0.880818156882917,-0.523733773205187,0.588470143996001,0.201634797702342,-0.692856738071959,-0.734783012918854,1.02089840114142,-0.799595984011383,-0.116503449857189,-0.372303612555352,-0.869579024854236,0.832419467285919,0.784966662234285,0.46639086942377,1.31995109551714,0.972847710041642
"HG00133",0.313535604834873,0.730881230641671,0.15126927483755,0.298244379084977,-0.157567933450497,-0.0409692418846122,1.00035308474965,0.893231730438137,-0.532604167498659,1.74785999328231,0.426281214726824,-0.347311250683846,-0.278067501049785,0.183967784607886,-0.856045659495786,-0.689637395083567,-0.851368882546964,-0.885239685588276
"HG00134",-0.307470346633717,0.0527378539882943,0.0336854830345309,0.270028107881397,-0.0868390358845707,-0.359031462292991,0.82729186192759,0.550548944097986,0.156572881654894,0.855097136447909,1.16553639874727,0.0611358490235148,1.16540989896385,1.02903909792521,-0.857343580321053,-0.697170662888078,-0.840752138679325,-0.884021380100546
"HG00135",1.82382145958193,0.035325746192401,-0.835966458584522,-0.570108434783162,0.0891756443397344,-0.189515677424909,0.495589183876044,0.15947645217094,-0.895189504447657,2.28120000710102,0.951746520413282,0.750705839470041,-0.39258416719526,1.34253701059048,-0.857580893552115,-0.698101452490394,-0.85026822063725,-0.888167631654991
"HG00136",0.492568903117567,0.0460115956646083,0.165216187897728,-0.233357747311566,-0.116212189828174,-0.90957994152657,-0.41843571206959,-0.309855971621666,0.0663925534718888,-0.797102172926509,-0.799479767177539,0.447406065042712,-1.04144941535778,-0.556035420649867,1.89286850153259,1.84959473284803,0.848884809224735,1.11930704198577
"HG00137",-0.715064737525864,0.445015716298702,-0.809884966439316,0.751391146899987,-0.103345624036893,0.13297225563046,1.27626381691261,1.08423123504482,-0.237448958146891,3.31483064991622,1.51667875311975,-1.31570259923757,-0.421924879518227,0.834686135909848,-0.859932120026016,-0.698101452490394,-0.85594623842546,-0.887014658074316
"HG00138",-0.700867771727196,-0.40601989968131,-0.315942617237268,-0.406738629263865,-0.212332039088485,0.175854377805018,-0.088443255893192,-0.3361677501597,1.57585407232874,-0.799694915303216,1.26074725364278,-0.795500683294023,-1.04799412680435,-0.0396486615092092,1.56235323720124,0.29999318160329,0.762642845278965,1.53264843769106
"HG00139",-0.338088062749658,-1.45457839962237,-1.02502495850014,0.230552806379415,-0.287520904665132,0.650506187133857,-1.4872822410336,-1.44617526142618,-0.482448511274506,-0.797409340392214,-0.769993989971371,0.0202001429196269,-0.900546192905448,-0.00663520512216794,0.867195240425505,0.167301008367752,1.24822784604375,1.20283033716735
"HG00141",0.0569986701971325,-0.962025571105184,-0.995072592960027,0.728225421281663,-0.150906165783463,0.770575827769226,-0.704259850689347,-1.12564663280628,-0.578097486895705,-0.797313138992539,-1.09327782267573,0.737482107929553,-0.797597264209473,-0.635716687045724,0.881081259043792,0.486036823627818,0.508878667447355,1.15225903670902
"HG00142",-0.535908837301976,-0.371349869435677,-0.415804569678003,-0.565724341324349,-0.281715339213297,-0.735265395435889,-0.406322538851317,-0.694314182294174,-0.279917348149765,-0.798735740394313,-1.18868406678182,-1.08310628768301,-0.946065450224825,-0.65501073263286,1.57509285036486,0.99083284300498,1.04594650836503,0.895922815128158
"HG00143",-0.259422815375747,-1.06608117438402,0.281320732395972,-0.0693657618869966,-0.074107371880472,-0.669690615362048,-0.915521255762197,-1.12328856403786,0.577839319645668,-0.798697958686836,0.035123023016889,-0.494341524423735,-1.08861297137963,-0.406742973654212,1.40851447879401,0.635657111677011,1.48138748580277,1.05585618000808
"HG00146",-1.29749571140492,-0.152600802820765,1.1133518441103,0.677346102041097,-0.228432964158661,0.625504647444394,0.837872695947127,0.432123579679891,0.755748164511084,1.96728806982956,-0.128123709809074,-1.33216977990536,1.31502781303689,3.01482718216751,-0.857680382560521,-0.696022081768494,-0.851118773909168,-0.885450484981263
"HG00148",-1.11199445449189,-0.102093027199305,-0.582245662031674,0.368870905995127,0.00186778230767289,-0.215191091056506,-0.620829935242499,0.115766293398626,1.24255591967136,-0.794648218267154,-0.649819676076967,-1.42133495825409,-0.78060526259286,-0.646181708181965,0.88772192216913,0.34673471924843,0.993751502256354,1.67663396596358
"HG00149",-1.32835976137506,-1.61002013962113,-0.0753619555215709,-0.40289797323577,0.0850034029602963,-1.34548544364686,-1.57110859473173,-1.65838772906365,-0.550850865342573,-0.798844499297918,-0.761387126999339,-0.0104912702509795,-0.663875610130218,-1.00808790171569,-0.0595453292532172,0.212346587733939,1.44373923943653,0.370271833831327
"HG00150",2.84215713803666,1.47122817736694,-1.13949890608003,-0.747278267383481,-0.0584469982856781,-0.429027182001744,0.874801727612205,0.685376099773016,-0.895051915685915,2.47803757086039,-0.909271144994118,0.159090219096058,0.681520333056019,0.852347246325905,-0.859932120026016,-0.698101452490394,-0.85498488334893,-0.888167631654991
"HG00151",-0.45184797454374,-0.226127088342851,0.356706186929799,1.33949312254916,-0.0159351490835467,0.472759342936416,-0.611376181541826,-0.378708530432844,2.43498055764917,-0.799835450151549,1.54108779787978,-0.641577604635343,-1.04935431045556,-1.02443103024068,0.549716687168202,-0.256223994674073,0.48967547336007,1.32361582011624
"HG00152",-1.37428577056306,-1.35984915213107,0.284552797937667,-1.16114912205791,-0.264670648901758,-0.568332186919014,-1.21543781864714,-1.33937761541791,-0.163164684514369,-0.798671751722112,-0.356781796803193,-0.680309545691791,0.633716717522541,0.0297210421529396,0.0141655294292867,0.587068072605921,1.06254746919877,0.349692527797983
"HG00154",0.0699837412314676,0.140173020013638,-0.664442520722314,-1.15407471517385,0.000322294895896112,0.502161725367829,0.61118058123917,0.357531867721766,-0.968140886950807,0.825923106534267,-0.335375776248029,-0.650916120841893,-0.758065011013818,1.86607431898626,-0.859932120026016,-0.698101452490394,-0.847961152356987,-0.887775395523874
"HG00155",-0.737481118257634,-1.54510903771769,0.312441503522011,-0.953296189694309,0.191909238419919,-1.46069753964772,-1.35026651691361,-1.36215076618987,-0.629177820533328,-0.796453878136646,-0.963397131660135,0.559588091385623,-0.915850889676556,0.8861666463432,0.442871881341929,0.0866576953407402,1.20543352250313,0.0885307985803396
"HG00156",-0.1745783171685,2.2095115792486,-0.413504273803939,-0.462384318706933,-0.282216500720852,-1.5211412061316,-1.35917535178186,0.281008978755017,-0.381932839047731,-0.799407730648114,0.069248182605246,1.15429423260293,-0.924256760589373,-0.794287053021377,1.77265292062239,0.477115652466116,1.03516609046236,0.671047577125841
"HG00158",0.537037248672952,0.506472509151869,-0.71451145761374,-0.359219832995967,-0.224564183391769,-0.869770257469169,-0.380075778434474,0.104922226290723,-1.31636135016473,0.252774822495296,-1.028255976793,0.72846086084946,-0.588408979363922,-0.15720966121628,-0.857367768015757,-0.694712020246373,-0.856828055277102,-0.888167631654991
"HG00159",-0.899072171708409,-0.121451647588111,0.120106616048074,2.1481833188921,-0.290009883683815,0.671061540466623,-0.11816583400643,-0.249943745951468,1.72718754669555,-0.799469753797961,0.0102726060964848,-0.861017138325979,-1.02866789814821,-0.646414765955385,0.9387588707385,-0.320369807294196,0.531429363357794,0.883330885281993
"HG00160",-0.18716620311224,-0.110428324165486,1.41225406790339,0.121813778221919,-0.249927498006021,-0.186721706880858,-0.522737194882136,-0.114060033170931,1.73403410511531,-0.7985814468895,-0.0442939059727687,-1.51581762802922,-0.914835670193861,-0.337172358118424,0.952326341981247,-0.0177952819618916,1.04631293590974,1.34275965936032
"HG00171",0.502180443318415,2.62987718172585,-0.950703232365253,0.529277576652449,0.0535485748868964,-0.0820675135976251,2.7614351943384,3.20552042326108,0.0260021584441425,2.2239401914839,2.97778593330601,-0.477929124036772,-0.613896066764521,1.7138141166,-0.857579068065722,-0.698101452490394,-0.855314989970139,-0.888167631654991
"HG00173",-0.0414947574817874,2.05867713269585,-0.881451508427267,-0.765639558491064,0.142623841875166,0.10426334161182,0.99132517139554,2.35036932541384,-0.120930498911077,1.67847072082538,-0.347551085506635,-1.71996395290368,0.650212318445723,1.02519460138697,-0.859932120026016,-0.698101452490394,-0.845299610253672,-0.885222067995363
"HG00174",0.897994313123806,4.00397327134078,-1.58946416132306,-0.348236237992376,-0.164552589776508,-0.807810154805718,1.01998927407889,2.06479855808138,-1.55707744140107,0.00150987002705565,0.262633754083309,-0.32717759538681,-0.997355765928475,-0.250612251858458,-0.847471349908894,-0.694457792125455,-0.851367503271388,-0.884773675786834
"HG00176",1.41333999071974,1.26003388310444,-0.109818042341664,-0.339565253921969,-0.00796910277836869,0.400803673741538,0.870611929035554,0.804900202268123,-1.8730788656798,0.87128190268741,-0.410053617202002,0.312078609213126,0.889980716055258,0.474172931366686,-0.857587739126088,-0.697482030228355,-0.842131414255408,-0.88580650717139
"HG00177",1.3787572035287,2.98617567678483,-1.06658465580255,-0.37209210382596,-0.212637551959457,-1.66857377137947,1.96860132480097,2.9596617700886,-1.59420212670159,1.82928743498526,-1.22414032859773,0.691850134000594,1.53513645562576,-0.76339139912713,-0.850318652310034,-0.692641758675385,-0.832087069751843,-0.879199909828811
"HG00178",1.05238179629708,3.25935186098298,-0.630762321022754,-0.757238945365446,0.459868790180529,0.198293438036236,1.81246149784444,3.36012689714023,-0.435865104445278,0.406937729267707,-0.436516259721181,-0.21325743638349,-0.406049665083794,1.26691760824568,-0.810758993063676,-0.678790052556218,-0.796667732716546,-0.829397666238915
"HG00179",0.111582523379839,0.238203010427315,-1.13677948174196,0.230700897776062,-0.111855382007652,-0.672862156282625,-0.736866774349037,-0.0378690017269791,-1.07637367001997,1.43767752548247,0.0491853305669184,-0.509450991047972,-0.699604107228929,0.145649106688931,-0.859932120026016,-0.69736029884798,-0.850662693452009,-0.888167631654991
"HG00180",0.753038139647966,0.428879817331819,-0.71703982719834,-0.308918094707243,-0.0552427387970262,-0.865649012750554,-0.74524294125789,0.059959343485183,-1.07710157527051,-0.135214048852432,0.0202389376603408,1.79476663552095,0.613850624517788,0.0931265333376397,-0.857986151531312,-0.698101452490394,-0.856360021098285,-0.887687796936887
"HG00182",-1.11807991766514,-0.99798388493585,-1.23013188982091,-1.38294853923788,-0.246789184421448,-1.26962231043225,-1.60548552452696,-1.32528154786837,-0.367939758473984,-0.799284121131166,-0.992617027123648,-0.599548195007997,0.174726335889913,-0.971435835624729,0.843139893484634,1.45415489827822,1.08818774239964,0.200056401287234
"HG00183",-1.16019170701445,-0.530253349103818,-1.67351692051655,-1.17624333561906,-0.293790417338402,-0.216690570482638,-0.63252951898724,-0.653942926928877,-0.710399198131016,-0.798943212198379,-0.863330971311166,-0.746300763157582,-0.660030677938888,-0.291662183191051,1.33106411123589,1.84624836204468,1.60222122143819,1.0907210293508
"HG00185",-0.151453444112966,-1.0911852113764,0.500543386578863,-0.583685058681708,-0.28377963755509,-0.691253074243377,-1.69547357732484,-1.48655566447204,-0.576599185747622,-0.799389058185748,-1.60802402969891,1.04680961534095,-0.890124523416358,-0.917202258488601,0.654757456066809,-0.280480835449026,0.830225049714427,0.529836085670834
"HG00186",0.0754121257982293,-0.216027019342377,-1.35671850730715,-0.643999997163122,-0.289537727428677,-0.559138360811192,-0.834183789429068,-0.388679502251059,0.149026745082608,-0.799797013269954,-0.223969420871963,-1.42443080495805,-0.866159121459401,-0.92884902413112,1.29022250417021,0.758877424172963,0.504191889039823,0.746519142968352
"HG00187",-1.89110775632646,-1.51509243267827,-1.08957485517476,-0.985452770265151,0.821075576674391,0.53196818095336,-1.2712199638373,-1.44362966520612,0.652841887549048,-0.799787731636614,0.169259092050685,-1.33065305087996,-0.707115999381411,-0.870237864285366,-0.085215775280101,0.185132585330987,1.35856621406222,0.718297716631177
"HG00188",-1.67794478954783,-0.213784830031439,-1.43330989004325,-1.13928068687618,-0.260648359204624,-0.909388895437849,-1.34908651282325,-0.762598568501235,0.880806232113525,-0.799445403159905,-0.415854538694023,-1.35689242497751,-0.152898121774498,-1.14148649740474,0.912284754327195,0.0734759258659449,0.571704669937956,0.959274578145708
"HG00189",-1.24019145109389,-1.23136600780634,-1.49656118520812,-1.88096422301266,-0.126479775549155,-1.19073585088266,-1.66863093444377,-1.58677358713014,-0.374840947725606,-0.799692949780862,-0.855430515485026,0.0334550687866966,-0.864365216280652,-0.904245547429957,1.13320785581113,0.699555321013243,2.02618570656587,1.71570379217045
"HG00231",2.81392309745019,-0.286793758699261,-0.603869181948149,-0.756557626921193,2.14280525229762,-1.02504764488479,0.81475529853736,0.0974841455806629,-1.29200206924403,-0.0186575904807086,-0.412707777464271,1.83174598800955,-0.420030779176472,-0.620081916383796,-0.85548067145722,-0.694582007819714,-0.853220789887119,-0.887069957740961
"HG00232",-0.999294456253929,-0.828188665724835,-0.486300164150671,-0.217538678232575,-0.244233712229773,0.0496236578153846,0.0341639714374093,-0.0318508443227337,0.46894084977337,4.1409841380768,1.00909335955899,-2.02998496345359,-0.263451817591403,2.30029003525508,-0.859932120026016,-0.692785848880725,-0.854023988030925,-0.883054737033811
"HG00233",-0.516914576191446,0.532837274516817,0.723772314559716,1.23202108041118,0.338812222424054,0.676063029096977,0.78499253756058,0.952615423453342,0.0478575262375601,2.35384047192335,-0.879308220138312,-1.56063132151332,0.00337110407835702,2.10999396233009,-0.859932120026016,-0.697527575982916,-0.855233152952625,-0.887187286015989
"HG00234",-0.890611507794248,-1.07931232050428,1.45637042365328,-0.198391677723809,-0.182136203150635,0.109228781440423,-1.26327061734485,-1.1852203942955,1.73828266397512,-0.799541932146639,0.412244309891061,-0.896165916430273,1.15418163553695,-0.253477829210472,0.845381590774969,0.50925687740802,1.05546442935706,0.975660652376838
"HG00235",-0.908957730072755,-0.268024943700864,0.912724290537658,0.967752350668729,-0.273994606198604,0.612543156328508,0.491289617477034,0.0862258918248574,2.41174070294072,1.77304259327278,0.0754475033326783,0.734788744122222,0.656110565210434,1.63709677870192,-0.858450737818275,-0.695959973921364,-0.849489849453813,-0.886336870124725
"HG00236",0.421004963572509,0.291179918851141,0.434646117387563,-0.111929908487821,-0.246530736677039,-0.147185466173322,1.12533061099432,0.311831580221617,0.00533652876696128,1.56010696464887,0.571332195013041,0.253159754253281,1.13756662394005,1.50811977499005,-0.855636750543803,-0.698101452490394,-0.853001485070522,-0.888167631654991
"HG00238",1.76699461235988,0.038608841394443,-0.366119924817065,0.242406897805546,-0.269927029998876,-0.978730210069525,0.260653701722892,0.228246681857013,-0.722079067647981,1.97207160526152,-0.283779899922947,1.04166559480384,-0.114747097789412,0.982063988422047,-0.858084271424924,-0.691428585394786,-0.846674748003027,-0.88688803162525
"HG00239",-0.206274591375402,0.151522671458042,0.571904771353508,0.131364162168938,-0.174713184424896,-0.461030856015934,0.0737955456931573,0.204483548765888,-0.47322955839678,0.841281261428095,-1.06085168129323,-0.397378525266716,0.666717527124261,0.779075642733049,-0.857296117674841,-0.696747501422968,-0.855042812923125,-0.886363296514095
"HG00240",0.817111496076232,0.528475191500826,0.91122691149881,1.91586418483406,-0.244302120843963,0.616399247665605,1.25041153460737,1.05084728301941,0.244052524547684,0.0575575043299922,0.554529781350807,0.66640279146333,1.4204441048109,1.15772028282122,-0.85808016408054,-0.698101452490394,-0.854621674113894,-0.884636405375382
"HG00242",-0.547977501199832,-0.618587929648393,0.289207533058373,-0.435148979429625,-0.268653261602662,-0.212834479145541,-0.796010069064026,-0.649238478094972,1.22148409964242,-0.799810225948002,-0.446756305531258,0.879789104122574,2.45821985200975,0.340496120568802,0.407376667549098,1.95429034480678,1.32158783586742,1.05139538101349
"HG00243",-0.344720432278095,0.107956332504801,0.113613860328948,-0.32147727434951,-0.277750649569311,0.449812082524421,-0.9786274628853,-0.560240693856984,-0.0642211662269066,-0.799661501423193,-0.347859728484972,0.172594319157168,-0.98345334392729,0.017037571242444,1.52568332291466,0.96071219335636,1.18610481433843,1.31017592126672
"HG00244",-0.260628495295134,-0.973359432484018,-0.824908115437215,-0.138867839725861,0.194667610561281,-0.435897807283151,-0.49802718397832,-1.05667413773878,-0.353249628952884,-0.799359466154748,-0.0183259813139282,-0.63322513348368,-0.613860380816054,-0.0607436428627148,1.20427723568328,3.09439746972859,0.447885262438844,0.590281312890834
"HG00245",1.15745900471668,1.00847863319941,-0.692711321176481,-0.189532659238024,-0.197901652376824,-1.19325235869826,-0.101830519906704,0.185689130836163,-0.682582999571555,2.54195177160371,0.115622742702153,1.37669304271408,1.01424925388781,1.63605241964828,-0.855120594266244,-0.695948380456567,-0.83933332387006,-0.878716771812036
"HG00246",-1.26798706261876,-0.478068420831522,-0.894369529522025,0.31032514101618,-0.280756250442356,-1.59727238165609,-0.341524241145152,-0.560540534497796,-0.693234494262709,-0.798391555590936,1.22859355637079,-0.357471471102803,0.756022070677204,-1.0851377966008,-0.599242166590138,-0.483186770701495,-0.184428913143798,-0.542411482075501
"HG00247",1.68746776148219,0.130560275781932,-0.0391548972152495,0.468139844658391,-0.246776049967524,-0.131853546532559,0.19540800213363,0.384589182226025,-0.167422854353859,-0.0339048025572047,0.0905557676426277,1.82032011485232,1.05704997395339,-0.340198282280066,-0.859932120026016,-0.694319498652513,-0.853450209391274,-0.888167631654991
"HG00249",0.500740859234724,0.700181627864068,1.17588433353968,1.64699514656002,-0.130955203906682,1.00797715858504,0.688183688693881,0.930797697096168,-0.268703358226785,-0.091973867405862,1.61523027663059,-0.73575784161007,-0.212150979108076,1.83786437848096,-0.859932120026016,-0.698101452490394,-0.8547559236033,-0.888167631654991
